Name,Host_Id,Host_Identity_Verified,Host_Name,Neighbourhood_Group,Neighbourhood,Latitude,Longitude,Country,Country_Code,Instant_Bookable,Cancellation_Policy,Room_Type,Construction_Year,Price,Service_Fee,Minimum_Nights,Number_Of_Reviews
Modern Luxury 2 Bed/ 2 Bath apartment in Midtown!,87666604569,UNCONFIRMED,Henry,Manhattan,Midtown,40.75425,-73.98312,United States,US,False,strict,Entire home/apt,2009,972,194.0,30.0,4.0
1 room in a 3 room LOFT,56856424429,VERIFIED,Arthur,Brooklyn,Williamsburg,40.71671,-73.94592,United States,US,False,strict,Private room,2006,764,153.0,28.0,10.0
Beautiful 1-BDR apt 15 min from Manhattan,40322020170,UNCONFIRMED,Nadia,Queens,Astoria,40.75954,-73.90548,United States,US,False,flexible,Entire home/apt,2004,353,71.0,20.0,0.0
*PRIME* The ❤️ of Greenwich Village/SOHO SLEEPS 4,52940654654,UNCONFIRMED,Joy,Manhattan,SoHo,40.72652,-74.00032,United States,US,True,strict,Entire home/apt,2018,536,107.0,2.0,44.0
"Homey private room in Inwood, Manhattan",59216238265,UNCONFIRMED,Sarah & JC,Manhattan,Inwood,40.86906,-73.9173,United States,US,False,flexible,Private room,2009,198,40.0,2.0,7.0
"Big East Village bedroom, heart of Manhattan",26985462690,UNCONFIRMED,Ben,Manhattan,East Village,40.72396,-73.98941,United States,US,True,flexible,Private room,2003,918,184.0,2.0,5.0
1 RM in 3BR Brownstone: Quiet Upper East Side St.,53886761213,UNCONFIRMED,Danny,Manhattan,Upper East Side,40.7723,-73.94746,United States,US,False,strict,Private room,2005,188,38.0,8.0,1.0
WILLIAMSBURG AUTHENTIC ARTIST LOFT,44110719368,UNCONFIRMED,Jessica,Brooklyn,Williamsburg,40.71727,-73.95753,United States,US,False,moderate,Private room,2021,802,160.0,1.0,102.0
Two Bedrooms with Dedicated Bath,78488751842,VERIFIED,Mark,Brooklyn,Flatbush,40.63503,-73.95127,United States,US,True,flexible,Private room,2009,615,123.0,3.0,10.0
Master Suite with Private Bath,8764613603,UNCONFIRMED,Mark,Brooklyn,Flatbush,40.63409,-73.95245,United States,US,True,flexible,Private room,2005,286,57.0,3.0,20.0
Meatpacking Triplex - A small home within NYC,66937623534,VERIFIED,J.J.,Manhattan,Chelsea,40.74101,-74.00496,United States,US,True,moderate,Entire home/apt,2004,935,187.0,2.0,7.0
"Spacious, Sunny,  1 Bdrm Apt w/ King Bed",97037777730,VERIFIED,Gabriella,Manhattan,Inwood,40.86107,-73.92959,United States,US,True,moderate,Entire home/apt,2007,848,170.0,26.0,4.0
Bohemian Brooklyn Pad with Rooftop Garden Oasis,51344113654,VERIFIED,Alexandra,Brooklyn,Bushwick,40.70378,-73.91311,United States,US,True,moderate,Private room,2010,1118,224.0,2.0,3.0
Modern Luxury Loft  3bd  Williamsburg,11878976515,VERIFIED,Alex,Brooklyn,Williamsburg,40.71322,-73.9648,United States,US,False,strict,Entire home/apt,2013,980,196.0,3.0,88.0
Cozy private room on the UES,92025013110,UNCONFIRMED,Kristina,Manhattan,Upper East Side,40.7739,-73.94782,United States,US,False,strict,Private room,2011,792,158.0,1.0,73.0
Modern & Hip in Bedstuy!,25521067269,UNCONFIRMED,Brett,Brooklyn,Bedford-Stuyvesant,40.68014,-73.94048,United States,US,True,strict,Entire home/apt,2015,647,129.0,3.0,48.0
Large Bdrm/Full Bath for Guests/Gym/Elevator bldg.,66097877346,VERIFIED,Michelle,Manhattan,Harlem,40.80968,-73.94425,United States,US,False,strict,Private room,2022,1011,202.0,1.0,31.0
Central Park Sanctuary,79853332055,VERIFIED,Caro & Allen,Manhattan,Upper West Side,40.77851,-73.97645,United States,US,False,moderate,Private room,2010,544,109.0,4.0,93.0
Beautiful 1 bedroom apartment,97053090779,VERIFIED,Sophie,Manhattan,Washington Heights,40.83892,-73.94265,United States,US,False,moderate,Entire home/apt,2013,56,11.0,3.0,4.0
Bedford Stuyvesant / Clinton Hill 2 bedroom,59871171361,VERIFIED,Ted,Brooklyn,Bedford-Stuyvesant,40.68709,-73.95444,United States,US,True,flexible,Entire home/apt,2009,728,146.0,3.0,93.0
Modern Apartment in Manhattan,78031370911,UNCONFIRMED,Eduardo,Manhattan,Harlem,40.80887,-73.94889,United States,US,True,moderate,Private room,2011,134,27.0,3.0,3.0
Caribnb- Charming stay in a private 2 family home,72378065555,UNCONFIRMED,Caribnb Hazel,Brooklyn,Flatbush,40.64361,-73.95367,United States,US,True,flexible,Private room,2019,357,71.0,2.0,53.0
Large room 5mins to NYC/Fridge/900Mb Internet,72814950384,UNCONFIRMED,Patricio,Queens,Astoria,40.75771,-73.91385,United States,US,True,flexible,Private room,2005,893,179.0,3.0,47.0
Large UWS Apt close to Central Park,60565075651,UNCONFIRMED,Jenny,Manhattan,Upper West Side,40.80088,-73.96194,United States,US,True,flexible,Private room,2017,751,150.0,2.0,72.0
Nature Lovers Dream,66490877387,UNCONFIRMED,Marva,Brooklyn,Crown Heights,40.66892,-73.96079,United States,US,True,flexible,Private room,2021,104,21.0,2.0,1.0
MAGNIFICIENT LUX. STUDIO UNOBSTRUCTED RIVER VIEW,50625146055,VERIFIED,Heather,Manhattan,Upper West Side,40.77509,-73.98255,United States,US,True,flexible,Entire home/apt,2011,463,93.0,30.0,0.0
Modern Room Uptown,79079037492,UNCONFIRMED,Judith,Manhattan,Harlem,40.81668,-73.94407,United States,US,True,flexible,Private room,2021,591,118.0,1.0,3.0
"Private room with yard, in the heart of Bushwick",44708029427,UNCONFIRMED,Philip,Brooklyn,Bushwick,40.70035,-73.92366,United States,US,True,moderate,Private room,2016,631,126.0,90.0,0.0
BayRidge Cozy house near subway & shopping,52198589484,UNCONFIRMED,Max,Brooklyn,Fort Hamilton,40.61937,-74.03132,United States,US,False,strict,Entire home/apt,2007,216,43.0,6.0,20.0
In ❤️ of West Village- Entire Apt,33113212012,UNCONFIRMED,Jennifer,Manhattan,Greenwich Village,40.72868,-73.99901,United States,US,True,strict,Entire home/apt,2014,260,52.0,1.0,173.0
Private 2 BR Apartment Close to Subway,37810061476,VERIFIED,Pardis,Brooklyn,Bushwick,40.68946,-73.91537,United States,US,False,flexible,Entire home/apt,2009,749,150.0,2.0,110.0
Entire floor private 1 bedroom in Bushwick,68480258505,VERIFIED,Stephanie,Brooklyn,Bushwick,40.69909,-73.92279,United States,US,False,flexible,Private room,2012,1114,223.0,3.0,2.0
"DESIGN, COLOR, MODERN, LIGHT!!! COOK'S KITCHEN!!!",5991799794,VERIFIED,Gabriel,Brooklyn,Bushwick,40.6886,-73.91209,United States,US,False,flexible,Entire home/apt,2010,583,117.0,4.0,77.0
Upper West Side & CENTRAL PARK at your doorstep,86327020929,UNCONFIRMED,Brandon,Manhattan,Upper West Side,40.79915,-73.96086,United States,US,False,strict,Private room,2008,589,118.0,14.0,0.0
"Private, Spacious Bedroom in Harlem, single bed",35010395273,VERIFIED,Diane,Manhattan,East Harlem,40.80242,-73.94215,United States,US,False,moderate,Private room,2003,668,134.0,4.0,1.0
Large Loft in Williamsburg,43198295176,UNCONFIRMED,Jessica,Brooklyn,Williamsburg,40.71675,-73.96226,United States,US,False,flexible,Entire home/apt,2003,1032,206.0,7.0,5.0
Uptown NEVER Felt so in the Middle of Everything,23116036059,UNCONFIRMED,Jay,Manhattan,East Harlem,40.79534,-73.94526,United States,US,True,flexible,Entire home/apt,2020,65,13.0,1.0,73.0
1 Bedroom (Full) Mins From JFK and Casino,96160499764,VERIFIED,Iwona,Queens,Jamaica,40.67603,-73.78217,United States,US,True,strict,Private room,2008,753,151.0,1.0,29.0
Cozy East Village Studio,15867706960,VERIFIED,Nathan,Manhattan,East Village,40.72188,-73.9826,United States,US,False,moderate,Private room,2012,1077,215.0,3.0,11.0
"cozy, studio apartment in bed-stuy",6440878992,VERIFIED,Chary,Brooklyn,Bedford-Stuyvesant,40.69205,-73.95593,United States,US,True,moderate,Entire home/apt,2020,99,20.0,1.0,5.0
"Relaxed, artist-inspired duplex in Bed Stuy",58631555486,VERIFIED,Christopher,Brooklyn,Bedford-Stuyvesant,40.6876,-73.92691,United States,US,True,moderate,Private room,2008,465,93.0,2.0,16.0
Private Room in Heart of East Village!,85155608614,UNCONFIRMED,Josephine,Manhattan,East Village,40.72718,-73.98238,United States,US,False,strict,Private room,2016,590,118.0,4.0,7.0
Bright studio in the heart of historic Harlem,58440642806,UNCONFIRMED,Jessica,Manhattan,Harlem,40.80854,-73.94519,United States,US,False,flexible,Entire home/apt,2005,1012,202.0,2.0,102.0
Huge 2 Bedroom in Brooklyn Brownstone,81690005713,UNCONFIRMED,Alana,Brooklyn,Bedford-Stuyvesant,40.69002,-73.93733,United States,US,True,flexible,Entire home/apt,2004,656,131.0,3.0,92.0
Bright & chic 1BR in the West Village,91671651221,VERIFIED,Jasmine,Manhattan,West Village,40.73616,-74.00889,United States,US,True,flexible,Entire home/apt,2013,631,126.0,2.0,28.0
Spacious room in relaxing 2 BDR UWS apartment,50443248581,UNCONFIRMED,Lana,Manhattan,Upper West Side,40.79858,-73.97301,United States,US,True,flexible,Private room,2022,603,121.0,6.0,4.0
Beautiful & Cozy Brownstone Apt In Gowanus,83275913308,UNCONFIRMED,Chezi,Brooklyn,Gowanus,40.66734,-73.99383,United States,US,True,strict,Entire home/apt,2016,637,127.0,2.0,19.0
NYU/UNION SQRE/EAST VILLAGE-QUIET STUDIO EAST 25TH,57902062788,VERIFIED,Ruchi,Manhattan,Kips Bay,40.73824,-73.97874,United States,US,True,strict,Entire home/apt,2013,1154,231.0,30.0,0.0
Gorgeous Sunlit Modern Room on the Lower East Side,79902063951,VERIFIED,Lori,Manhattan,Lower East Side,40.71838,-73.99149,United States,US,False,strict,Private room,2010,780,156.0,1.0,135.0
"Cozy private bedrooms, near JFK & LGA.",51725684425,UNCONFIRMED,Lisa,Queens,Kew Gardens,40.70899,-73.82814,United States,US,False,moderate,Private room,2004,825,165.0,90.0,0.0
Discounted! Cute Unique 2BR Apartment in SoHo,54889167427,VERIFIED,Ignani,Manhattan,Nolita,40.72216,-73.99571,United States,US,True,flexible,Entire home/apt,2009,781,156.0,2.0,32.0
Very comfortable and cozy room in Williamsburg!!!,70545038359,UNCONFIRMED,Kateryna,Brooklyn,Williamsburg,40.71228,-73.95323,United States,US,False,flexible,Private room,2019,648,130.0,2.0,181.0
"Clean, cozy bedroom in luxury building",45688018301,UNCONFIRMED,Nan,Manhattan,Midtown,40.74459,-73.99061,United States,US,False,flexible,Private room,2022,56,11.0,1.0,1.0
Honey and milk - A creative studio apartment.,67813644508,UNCONFIRMED,Georges,Manhattan,Hell's Kitchen,40.76043,-73.995,United States,US,True,flexible,Private room,2012,1098,220.0,3.0,94.0
Historic Cottage-Style Garden Home in LIC,34384739578,UNCONFIRMED,Robin,Queens,Long Island City,40.74629,-73.95199,United States,US,True,flexible,Private room,2006,190,38.0,3.0,56.0
Wonderful private room in Williamsburg,12135060461,UNCONFIRMED,Elisa,Brooklyn,Williamsburg,40.7111,-73.94352,United States,US,False,moderate,Private room,2005,989,198.0,3.0,24.0
La Casa in Brooklyn: Stylish Apt. with Patio,86087664224,UNCONFIRMED,Noelky,Brooklyn,Crown Heights,40.67183,-73.94934,United States,US,False,strict,Entire home/apt,2007,271,54.0,2.0,129.0
comfortable private room in Hamilton Heights,324333308,UNCONFIRMED,Sajad,Manhattan,Harlem,40.82991,-73.94848,United States,US,False,strict,Private room,2007,138,28.0,2.0,28.0
Comfy Room n Activist & Artist Loft,69239087126,UNCONFIRMED,Una,Brooklyn,Bedford-Stuyvesant,40.68989,-73.95878,United States,US,False,moderate,Private room,2010,370,74.0,7.0,14.0
Private Room w/ .5 bath in Charming - West Harlem,56370532598,VERIFIED,Latrisha,Manhattan,Harlem,40.82415,-73.95283,United States,US,False,moderate,Private room,2004,1175,235.0,2.0,0.0
Designer's Loft in Williamsburg,95925713101,UNCONFIRMED,Pauline,Brooklyn,Williamsburg,40.70677,-73.96745,United States,US,True,flexible,Private room,2015,1047,209.0,1.0,91.0
Manhattan Upper West Side 1 BR by Central Park,69978684908,UNCONFIRMED,Joe,Manhattan,Upper West Side,40.80209,-73.96196,United States,US,True,flexible,Entire home/apt,2011,656,131.0,4.0,12.0
Wonderful private room in Williamsburg,77972650448,UNCONFIRMED,Patrick,Brooklyn,Williamsburg,40.71274,-73.94521,United States,US,True,flexible,Private room,2003,337,67.0,1.0,2.0
Cozy and spacious room with private bathroom,43094264828,VERIFIED,Axel,Brooklyn,Flatbush,40.65087,-73.96467,United States,US,False,moderate,Private room,2005,607,121.0,2.0,69.0
Historic and Quiet 2 Bedroom w Backyard,81291590316,VERIFIED,Andrew,Queens,Ridgewood,40.70349,-73.8994,United States,US,True,flexible,Entire home/apt,2019,246,49.0,6.0,96.0
Private room in Brooklyn,44013264996,VERIFIED,Lei,Brooklyn,Sheepshead Bay,40.60948,-73.95803,United States,US,True,strict,Private room,2018,376,75.0,2.0,66.0
Cozy studio in Brooklyn,11960437411,VERIFIED,Lei,Brooklyn,Sheepshead Bay,40.60985,-73.95927,United States,US,True,flexible,Private room,2014,968,194.0,3.0,18.0
"Charming ,cozy private bedroom",90982069044,UNCONFIRMED,Yahaira,Manhattan,Washington Heights,40.83923,-73.94557,United States,US,False,strict,Private room,2017,1122,224.0,1.0,113.0
Most walkable location for fun,27728208529,VERIFIED,Justin,Manhattan,Greenwich Village,40.72962,-73.99932,United States,US,False,strict,Private room,2007,639,128.0,5.0,18.0
Brooklyn Heights brownstone garden-level studio,94673232241,VERIFIED,Steven,Brooklyn,Brooklyn Heights,40.69468,-73.99327,United States,US,True,strict,Entire home/apt,2007,967,193.0,3.0,24.0
Large and bright cozy room in Manhattan,70353544297,UNCONFIRMED,Louise,Manhattan,Upper East Side,40.77777,-73.94914,United States,US,True,moderate,Private room,2020,425,85.0,7.0,13.0
A calm & peaceful spot to relax in the buzzing NYC,41933491612,UNCONFIRMED,Shapel,Queens,South Ozone Park,40.67711,-73.8054,United States,US,True,flexible,Private room,2009,945,189.0,1.0,73.0
"Artsy, Sun-Soaked Pre-War Williamsburg Apt",84921883899,UNCONFIRMED,Genevieve,Brooklyn,Williamsburg,40.71373,-73.94794,United States,US,False,moderate,Entire home/apt,2015,872,174.0,10.0,4.0
Beautiful BR in quiet Greenpoint,31619531446,UNCONFIRMED,Sean,Brooklyn,Greenpoint,40.73363,-73.95333,United States,US,True,moderate,Private room,2018,479,96.0,2.0,3.0
Modern style apartment with balcony in Astoria,11006636293,UNCONFIRMED,Mash,Queens,Astoria,40.76231,-73.92354,United States,US,False,strict,Entire home/apt,2011,192,38.0,2.0,1.0
Light filled Bowery 1BD apartment,76994337925,VERIFIED,Clara,Manhattan,Chinatown,40.71809,-73.99655,United States,US,True,moderate,Private room,2005,925,185.0,3.0,0.0
Independent entrance,72965818629,VERIFIED,Arthur,Queens,Corona,40.73759,-73.86351,United States,US,False,flexible,Private room,2012,1060,212.0,3.0,30.0
Carroll Gardens Apartment,52754488731,VERIFIED,Viki,Brooklyn,Carroll Gardens,40.68384,-73.99813,United States,US,True,flexible,Entire home/apt,2004,957,191.0,2.0,129.0
Entire Spacious 2 Bed Apt on UWS,86594110155,VERIFIED,Jenny,Manhattan,Upper West Side,40.80173,-73.96175,United States,US,False,strict,Entire home/apt,2003,347,69.0,2.0,40.0
Spacious 1 Bedroom at Central Park,39548816591,UNCONFIRMED,Sawyer,Manhattan,Upper West Side,40.78152,-73.97249,United States,US,True,strict,Entire home/apt,2008,797,159.0,2.0,18.0
Southern comfort in Harlem,78527142804,VERIFIED,Tony,Manhattan,East Harlem,40.79543,-73.93539,United States,US,True,moderate,Private room,2013,175,35.0,1.0,15.0
"Bright Room, Luxury Building, 3 Stops To Manhattan",11214998093,VERIFIED,Alexey,Brooklyn,Williamsburg,40.71506,-73.93816,United States,US,True,moderate,Private room,2022,69,14.0,1.0,52.0
Awesome room and rooftop deck in East Williamsburg,2671510753,VERIFIED,Nick,Brooklyn,Williamsburg,40.70553,-73.94267,United States,US,False,strict,Private room,2012,570,114.0,2.0,1.0
Brklyn Hts Luxury - Garden Calm & Downtown Verve,13700419061,UNCONFIRMED,Luke,Brooklyn,Brooklyn Heights,40.69183,-73.99202,United States,US,False,moderate,Entire home/apt,2018,1068,214.0,2.0,119.0
Doorman Time SQ View 2 bed 2 bath 5200,29285663922,VERIFIED,Jeremy & Laura,Manhattan,Theater District,40.76273,-73.98397,United States,US,True,flexible,Entire home/apt,2022,641,128.0,30.0,0.0
"Light & Airy Chelsea Bungalow (ok, apartment)",29635011578,UNCONFIRMED,Javier,Manhattan,Chelsea,40.74068,-74.00295,United States,US,False,flexible,Entire home/apt,2010,489,98.0,2.0,134.0
"Brooklyn, Where my story begins...",94286907054,UNCONFIRMED,Cathy,Brooklyn,Bay Ridge,40.62652,-74.0196,United States,US,False,strict,Entire home/apt,2010,1023,205.0,3.0,7.0
"Luxury Condo, High Fl, River Views, Balcony, Food",81205622540,VERIFIED,Laurence,Manhattan,Murray Hill,40.74698,-73.97218,United States,US,False,flexible,Private room,2019,650,130.0,1.0,23.0
Modern luxury w/views of WTC,39499399229,UNCONFIRMED,Sara,Brooklyn,Prospect-Lefferts Gardens,40.65737,-73.94607,United States,US,False,flexible,Private room,2003,55,11.0,1.0,11.0
Lux 2 Bedroom NYC Apt on the Hudson River!,26346203238,VERIFIED,Kara,Manhattan,Hell's Kitchen,40.76253,-73.99803,United States,US,True,strict,Entire home/apt,2013,737,147.0,30.0,0.0
LARGE CENTRAL & COZY BEDROOM,39500978784,VERIFIED,Letty,Manhattan,Hell's Kitchen,40.76297,-73.98888,United States,US,False,flexible,Private room,2018,508,102.0,4.0,126.0
A home away from home in the heart of the UES:),77629147505,UNCONFIRMED,Emily,Manhattan,Upper East Side,40.78324,-73.95149,United States,US,True,moderate,Entire home/apt,2021,435,87.0,5.0,1.0
"15 min  Manhattan. Quiet, Safe, Clean, Good  price",83861740832,VERIFIED,Melih,Queens,Sunnyside,40.73707,-73.92082,United States,US,True,flexible,Shared room,2015,239,48.0,7.0,4.0
A Life in Brooklyn,38537579097,VERIFIED,Joseph,Brooklyn,Bedford-Stuyvesant,40.68998,-73.93058,United States,US,False,strict,Entire home/apt,2017,309,62.0,2.0,61.0
COZY COOL ROOM IN MANHATTAN APT / Manhattan,37070156397,VERIFIED,Ana,Manhattan,Hell's Kitchen,40.75689,-73.99315,United States,US,True,strict,Private room,2019,241,48.0,1.0,42.0
Discounted! Comfy and quiet room in SoHo.,98088406742,VERIFIED,Ignani,Manhattan,Nolita,40.72104,-73.99498,United States,US,False,flexible,Private room,2005,1155,231.0,2.0,123.0
Cozy 1 Bedroom Apartment in Downtown Flushing,36433316020,VERIFIED,Ting,Queens,Flushing,40.76491,-73.82561,United States,US,True,strict,Entire home/apt,2004,468,94.0,3.0,32.0
Large Sofa in Artist's Apartment,31592242364,UNCONFIRMED,Alexandra,Brooklyn,Flatbush,40.64083,-73.96436,United States,US,True,moderate,Shared room,2018,944,189.0,1.0,48.0
Cozy Room in Crown Heights! (Female Guests Only),41273120515,VERIFIED,Katya,Brooklyn,Crown Heights,40.66469,-73.95125,United States,US,True,flexible,Private room,2009,1145,229.0,5.0,3.0
Sunny Apartment Close to NYC's Major Attractions,28193855154,VERIFIED,Rosalia,Bronx,Mott Haven,40.81201,-73.90823,United States,US,True,flexible,Entire home/apt,2010,847,169.0,2.0,170.0
Convenient 2 BRs in 4BR Apartment in Williamsburg,42981048635,UNCONFIRMED,Sasha,Brooklyn,Williamsburg,40.7146,-73.96321,United States,US,True,flexible,Private room,2017,851,170.0,1.0,1.0
Commuters paradise - Cozy Townhouse!,95557341351,UNCONFIRMED,Xenios,Queens,Long Island City,40.74965,-73.94019,United States,US,True,strict,Private room,2004,735,147.0,2.0,4.0
Film / photography location in unique apartment,13790681545,UNCONFIRMED,Simon,Brooklyn,Williamsburg,40.70997,-73.9624,United States,US,False,moderate,Entire home/apt,2022,985,197.0,1.0,0.0
Comfortable and convenient  space for you!,45758598900,UNCONFIRMED,Darris,Manhattan,Harlem,40.82834,-73.9496,United States,US,True,flexible,Private room,2022,835,167.0,2.0,55.0
Cozy bedroom in Upper West Side,44335011286,UNCONFIRMED,Enrique,Manhattan,Upper West Side,40.80185,-73.96807,United States,US,False,flexible,Private room,2012,633,127.0,3.0,17.0
Spacious Private Bedroom in the North Bronx,30945961849,UNCONFIRMED,Liliana,Bronx,Kingsbridge,40.88283,-73.89326,United States,US,True,strict,Private room,2006,328,66.0,3.0,2.0
"Private Loft-style Bedroom & En-suite in S.I., NY",41621152760,UNCONFIRMED,Thelma,Staten Island,Randall Manor,40.63135,-74.13023,United States,US,False,flexible,Private room,2006,84,17.0,2.0,21.0
